recommendationid,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,developer_response,timestamp_dev_responded
83717071,76561197975937451,81,6,4746,3157,3887,1609638094,english,best gaming experience in years,1609495438,1609495438,True,1,0,0.523809552192687988,0,True,False,False,,
83708500,76561198090591917,40,1,1001,616,822,1609494633,english,Great story  rich world  epic scenery  awesome juxtaposition between tech and wilds = very worthwhile RPG.,1609484100,1609484100,True,2,0,0.523809552192687988,0,True,False,False,,
83652091,76561197995982940,750,44,546,480,426,1609798437,english,Great story  music  graphics and game play  would 100% recommend it to anyone  although there a few performance issues  they are not game breaking or take away from the immersion at all.,1609422931,1609422931,True,1,0,0.523809552192687988,0,True,False,False,,
83641763,76561198297631069,11,4,1337,465,1337,1609368873,english,"Tonight  I want to give it all to you
In the darkness  there's so much I want to do
And tonight  I want you to be my feet
'Cause girl  I was made for you
And girl  you were made for me
I was made for lovin' you  Aloy
You were made for lovin' me
And I can't get enough of you  Aloy
Can you get enough of me?
Tonight  I want to see it throw your eyes
Feel the magic  there's something that drives me wild
And tonight  we're gonna make it all come true.

(I was made for lovin' Horizon Zero Dawn - Pestefarienne d'après Kiss  2020)",1609412073,1609525677,True,1,0,0.523809552192687988,0,True,False,False,,
83621319,76561198148198886,127,11,167,167,52,1609448624,english,I am intrigued.,1609386480,1609386480,True,1,2,0.523809552192687988,1,True,False,False,,
83617960,76561197993504615,497,13,2371,2371,864,1609805888,english,"This game was one of those few where I actually thought about getting a Playstation. I know I am more of a mouse & keyboard player so I waited and hoped for Horizon Zero Dawn to come out on PC.

I am completely hooked on this game. There is so much I love about this game. Great story  gameplay has so many cool features already and I'm only level 18. The robot designs are just awesome  and hunting them is super fun.

I think the only minor con I can think of so far is that the graphics settings was set a bit too high for my Nvidia 1080 so the cool intro sequence was a bit laggy running it at 1440p.

So far this is a clear 5/5 must play!",1609382698,1609382698,True,1,0,0.523809552192687988,0,True,False,False,,
83578604,76561198280956108,65,6,2878,2408,1250,1610269808,english,I'm loving this game in spite of the random FPS drops  I hope they'll fix it. Story is good! Photo mode usually stalls my play time because of the sceneries! They're so gorgeous!!!,1609346917,1609346917,True,1,0,0.523809552192687988,0,True,False,False,,
83576578,76561198029974822,273,3,6868,6868,1527,1610241944,english,"It plays much like an Assassin's Creed game but with much more interesting backdrop  particularly visually.  The mechanized animals are truly inspired and the combat can become chaotic  in a good way  quite quickly.

Solid story telling and voice acting are a plus that help keep players engaged.  I didn't think that would be the case initially but that changed quickly with a massive gut-punch at the end of the prologue.

Highly recommend.",1609345179,1609345179,True,1,0,0.523809552192687988,0,True,False,False,,
83555587,76561198275109251,75,16,2582,2582,380,1610282869,english,Yup!,1609325015,1609325015,True,1,0,0.523809552192687988,0,True,False,False,,
83546772,76561198094036149,74,2,561,163,561,1609197289,english,Love the story love the game play. it was hard to close the game and go to sleep i didnt want to stop playing,1609314176,1609314176,True,1,0,0.523809552192687988,0,True,False,False,,
83536211,76561198091106720,58,6,2076,1516,1509,1609644983,english,This is the first game in years where I was captivated by the story and couldn't wait to see where it would take me. The world is absolutely stunning  combat is engaging  and the plot is gripping. The audio files and written notes you find along the way greatly add to the background of the game  and it reminded me of Bioshock's recordings. It's rare to find a game of this size that can carry a well-written main plot for 20+ hours. Highly recommended  and I don't say that often.,1609301533,1609301572,True,1,0,0.523809552192687988,0,True,False,False,,
83535422,76561198130300902,71,4,2748,1874,2609,1609896055,english,e,1609300577,1609300577,True,1,0,0.523809552192687988,0,True,False,False,,
83519546,76561198132693876,50,4,2006,1744,1005,1610112912,english,"Played it on the PS4 on release; loved it.
Playing it on PC; also loving it.",1609283896,1609283896,True,2,0,0.523809552192687988,0,True,False,False,,
83429679,76561197995840552,1193,99,2383,2373,10,1609802354,english,"I bought this game first on ps4 on release without knowing much at all about it. It became one of my best game experiences.

Alltough the psport was really bad on steam release  it has gotten very much improved now.

And now you can enjoy one of the best games made on way much higher fps than ps4 can provide. That is a really good reason to go for that 100% achievement rate all over again",1609196322,1609196322,True,1,0,0.523809552192687988,0,True,False,False,,
83363450,76561198250728594,16,1,1495,1495,1120,1609715893,english,"Just wanted to say if you are having the error that wont allow you to start the game. Its the one that says it cant save the game and to make sure permissions for documents is on (even when already on)  try seeing if there is a folder for HZD and if so move it (or make copy of) into the my games folder. Worked for me anyway 0 crashes.

   As for the game itself they did a really nice job. They combined the best things of quite a few games that i have played in the past and then added more.The world is gorgeous great looking graphics. This  as well as the atmosphere  feels like Assassins Creed and Skyrim with a bit of The Witcher in my opinion. Movement (especially mount riding and climbing) as well as Melee attacks feel a lot like Assassins Creed. (with some fun additions)... Bow Combat is Similar to The Witcher and Warframes (Slow mow while falling or jumping.) Very awesome and handy. The optional prep with focus such as marking all the enemies so you can keep track of them in cobat feels kinda like using binoculars in Ghost Recon: Wildlands. As for the Crafting it is very simple yet crucial  so you will have arrows and potions and such. (Reminds me a lot of Farcry New Dawn  materials are pretty balanced with the need to use them i really dont have too much of anything yet. The Story is great so far but in a sad and frustrating way. I haven't finished yet (i like to mess around quited a bit so it takes longer haha) but I might edit this after I do) Definitely recommend!",1609135445,1609292359,True,1,0,0.523809552192687988,0,True,False,False,,
83357269,76561198068164740,19,5,457,329,271,1610223834,english,It's got a really good feel to it. I have not yet have it to crash  but I have read the reviews about it  so I would say I am blessed. Basically  my friends told me it was like tomb raider  which I have never played  but what I consider similar in play-style is like.. assassin's creed  or maybe even something like.. Well I don't know  it's like assassin's creed to me. But different. I mean there is the element of stealth that you have to have in order to kind of survive to get around the world  like sneaking so you don't use up all of your medicine pouch  which can be a pain in the butt to refill. But then there has been one straight up fight with like a mini-boss and a semi-boss  not sure what an actual boss looks like in this game. The first one is like.. it will wreck your crap if you don't kill it stealthily  the second one  there is no stealth in order to win  it's a straight up fight  and you gotta dodge roll  and run  until you can get some shots on it. Overall  I would rate it a 8/10 as far as gameplay and mechanics  but story-telling it is like a 9/10  I would give it a 10  but like sometimes when it is telling the story it doesn't explain some things  and if you gives you a lot of options for speech  and I would really recommend using them to get the whole picture of the story. The environment and idea of the world to me is 10/10  very original  very fun  very immersive  beautifully designed  and graphics are breathtaking. Would reccomend this game to friends.,1609128351,1609128351,True,1,0,0.523809552192687988,0,True,False,False,,
83336605,76561197966953843,422,8,2655,2047,715,1610270244,english,Killing giant mechanical beasts with a bow and arrow  to harvest their juicy innards to make new stuff? Awesome. Plot is good.,1609108224,1609108224,True,1,0,0.523809552192687988,0,True,False,False,,
83332840,76561198100293293,272,2,625,0,625,1598914987,english,this game made me rock solid.,1609105234,1609105234,True,1,1,0.523809552192687988,0,True,False,False,,
83293218,76561198366295609,78,19,5256,4598,559,1609641698,english,top 10 favorite game,1609073542,1609073542,True,1,0,0.523809552192687988,0,True,False,False,,
83283861,76561199059936148,46,1,3605,1117,2300,1609637016,english,GOOD game good story easy to play,1609064835,1609064835,True,1,0,0.523809552192687988,0,True,False,False,,
83273120,76561198305084911,29,2,4824,0,4824,1609052512,english,I'm genuinely so sad that I've finished this game--and by finish I mean FINISHED. I did every possible thing. Collected all the items  did every quest  every triumph (except play it again). I've never really enjoyed previous story driven games before  but when I tried HZD I decided to let myself play on easy and that made all the difference: I could actually enjoy the story instead of just struggle with the combat. And I LOVED it! The characters  the world  the combat  the story  and ALOY! I love it so much. Thank you for this game.,1609053171,1609053171,True,1,0,0.523809552192687988,0,True,False,False,,
83266473,76561197994118711,71,2,13625,0,13625,1606747807,english,play all the story line.  I mean all .,1609045842,1609045842,True,1,0,0.523809552192687988,0,True,False,False,,
83248833,76561198200534330,50,2,4411,1933,2310,1610174822,english,"In short  if you enjoy playing games with a well-executed and thought out story  great main protagonist  and excellent combat  you will love playing Horizon Zero Dawn. They nailed this game. If I had to pick a favorite game right now  it would be this one.

The open world feels a lot more open than it does in most ""open-world"" games and characters are fleshed out and interesting to converse with. The combat requires you to utilize a few different weapon types to serve very unique purposes in order to take down everything from small to enormous machines. This combined with the excellent sound and visual effects  along with the use of weak spots and specific machine parts that can be damaged or knocked off to affect the machines in different ways makes the combat feel very satisfying. All I will say about the story here is that it is very original and that you should avoid learning anything about it before you play because the way it unfolds is masterful.

I completed the main storyline in 38 hours - though you could spend more or less time depending on how you play  your skill level  and the difficulty setting you choose. I played fairly leisurely and spent time doing some of HZD's exceptionally well made side quests but I also pushed ahead in the main story in long bursts because of how interesting it was. I will definitely be playing past the main story.

My computer has a Ryzen 7 3700X and an RTX 2060 and the game runs very smoothly at 1080p  even on ultra settings. The teething issues with this PC port seem to have been mostly resolved for most people. I never ran across any bugs or stuttering issues in my 38 hours. You likely don't need even need a 3700X level CPU or RTX 2060 level GPU to run this game if you turn down the settings and play at 1080p.",1609028407,1609029429,True,1,0,0.523809552192687988,0,True,False,False,,
83236437,76561198827364912,21,1,3935,564,3370,1610078544,english,Thoroughly enjoyed this game. Great storytelling through discovery  and honestly makes you work hard for victory in the end. Over my entire playthrough  I did have the game crash three times in total  but I wouldn't say bugs severely detracted from my experience.,1609017627,1609017627,True,1,0,0.523809552192687988,0,True,False,False,,
83209347,76561198153210090,29,4,3789,2436,853,1610240338,english,if you liked the gameplay of witcher 3 then you will like this,1608996626,1608996626,True,1,0,0.523809552192687988,0,True,False,False,,
83198397,76561198357885973,33,1,341,0,341,1608906332,english,Just Amazing :),1608987669,1608987669,True,1,0,0.523809552192687988,1,True,False,False,,
83155702,76561197981334736,43,12,3398,1692,784,1610131918,english,Love the graphics. Story is very intriguing and I usually do not play for the story which means this one captivated me. You can do SO many things  buy so much awesome stuff and discover a lot of places. I recommend it 100% even if I am not as good at reviews.,1608941122,1608941122,True,2,0,0.523809552192687988,0,True,False,False,,
83152838,76561198271870570,34,2,5263,3868,974,1610147926,english,Robot Dinosaur things are cool,1608938229,1608938229,True,2,0,0.523809552192687988,0,True,False,False,,
83109506,76561198040513516,81,2,2938,0,2938,1607526118,english,The game takes a few hours before it lets you out in the Open  but the time is worth it for the experience it provides after that. The game totally worth it spending time on. Hope Sony release the next Horizon game on PC too..,1608899240,1608899240,True,1,0,0.523809552192687988,0,True,False,False,,
83093243,76561198094973186,120,2,1828,693,598,1609923030,english,Great game!,1608878824,1608878824,True,1,0,0.523809552192687988,0,True,False,False,,
83073944,76561198387701868,29,2,1127,0,747,1608924497,english,I owned this game when it first came out for the PS4 and absolutely loved it. The PC version is just as beautiful and the gameplay transfers seamlessly. (I use a XB1 controller rather than mouse+keyboard) My favorite thing about this game is the lore and the world building. You start off knowing that *something* happened  but how much you learn about the world greatly depends on how much you explore and listen to the story as it unfolds.,1608851377,1608851377,True,1,0,0.523809552192687988,0,True,False,False,,
83063813,76561198382442326,125,7,563,315,215,1609602021,english,like it a lot and i hope that forbidden west is also gonna release on pc.,1608840096,1608904151,True,2,0,0.523809552192687988,0,True,False,False,,
83057535,76561198079115907,56,1,6031,3459,1563,1610256543,english,Great graphics  good combat system. A HD Breath of the Wild,1608833723,1608833723,True,1,0,0.523809552192687988,0,True,False,False,,
83007153,76561199059725839,22,4,2584,0,1542,1608969477,english,"Battling robots with basically a bow and a few traps in a rebuilding and unstable post-apocalyptic world??? Count me in fam. Its so good I had to buy this game again. Horizon Zero Dawn offers deep lore  brilliant voice acting across the ensemble  and plenty of challenges to keep you busy. If you're a completionist  prepare yourself to scour a massive open world for artifact-data points and collectibles  oft hidden in plain sight during the main quest or tucked away in forgotten settlements. 
---
When I first booted up this PC version  it came with plenty of problems  but after updating my drivers and letting the game optimize settings Horizon played like a dream on the highest graphics setting.",1608775958,1608775958,True,1,0,0.523809552192687988,0,True,False,False,,
82916957,76561198034881656,115,40,1605,0,691,1608843175,english,"This game reminds me of Rise of the Tomb Raider – strong female protagonist  bow fights  stealth  scavenging and looting in order to craft and upgrade equipments  hunting wildlife  (mountain) climbing  ""tomb"" exploration to get rewards  a lot of (useless) collectibles – and of the Witcher 3 – alternative vision to search for clues  interesting secondary quests  bandit camps to clean to get a merchant. Since I like both those games  I can only recommand HZD.

The good:
- Beautiful game
- Interesting story (so far) and lore
- Smooth controls
- What was said above

The meh:
- Fighting is sometimes tiring: some enemies are sinks of hit points and the 3 ways to fight I found so far are not quite satisfying:
 * (arrow  arrow  dodge  dodge) × repeat 50 times
 * (dodge  dodge  dodge  dodge  dodge  dodge  hit) × repeat until you get somewhat hit and change to another strategy
 * (stealth  stealth strike  flee) × repeat 4  5 times per enemy (the quickest strategy I found  except with flying enemies… f*ck dem flying enemies)
I understand that it is important to hit weak part of the enemy  but it is not always that easy… (Ok  I know  git gud  all that)
- There are too much crafting and upgrading materials
- I am using a custom keyboard configuration  but I can't rebind keys to match my configuration (some keys are locked…) And before you roar at me  I CAN'T play with a controller…

I'm glad I waited for patches before buying this game  because I have not encountered a single bug until now.",1608681188,1608681188,True,2,0,0.523809552192687988,0,True,False,False,,
82878429,76561198869586459,61,4,958,12,845,1609676426,english,A beautiful designed world,1608637331,1608637331,True,1,0,0.523809552192687988,0,True,False,False,,
82872172,76561198068413410,90,2,3277,925,606,1609591222,english,really great game with excellent graphics and story.,1608628002,1608628002,True,1,0,0.523809552192687988,0,True,False,False,,
82863960,76561198138866163,44,2,1052,283,768,1609213904,english,I just had the utter pleasure of being chased down a mountainside by three robotic raptors and a cyber sabertooth beast and got away just in time to get pummeled into the earth by a heard of digioxen. what an absolute rush. 10/10 would recommend.,1608613737,1608613737,True,1,0,0.523809552192687988,0,True,False,False,,
82792914,76561197994305438,459,9,3543,0,3543,1601605049,english,"Definitely the game of the year for me  and one of the best games I've ever played.

The story is SUCH an interesting concept  It had me hooked from the beginning. And the characters are very interesting. I just wanted to find out more  get more answers. I couldn't stop playing  and I can't wait for Horizon 2.

The combat system is one of the best I've ever experienced in a game  I really can't put it into words but you feel so much in control  you can do really cool kills and it really feels like you're the one doing it. Not like other games where you press a button and the whole epic kill becomes an animation that does the job for you.

The crafting system is not too simple / dumb  and not too hard either as some games that requires you to have 10 different pieces just to make one single arrow. (which get annoying after a while with thousands of pieces in your inventory) I feel this had a great balance to it.

The graphics are truly amazing  the world is so beautiful  all the animals  machines  cities etc.",1608509229,1608509229,True,2,0,0.523809552192687988,0,True,False,False,,
82777937,76561198182856321,178,12,4285,0,4250,1608493011,english,10/10 Game Of The Year 2020,1608490164,1608490164,True,1,1,0.523809552192687988,0,True,False,False,,
82775512,76561198872706625,8,5,3213,0,2400,1608760706,english,Very fun and engaging  good combat  and amazing graphics. This might be because my graphics card is a bit outdated  but my frames are a bit low sometimes and there are a few small glitches that involve clipping into walls and getting stuck  but nothing that affects gameplay too much and the game is still enjoyable even with a mediocre graphics card.,1608487469,1608487469,True,1,0,0.523809552192687988,0,True,False,False,,
82722444,76561198071290178,143,8,4028,0,3583,1608599992,english,One of the best games you can buy on Steam. After the bug fixes this games runs smoothly  looks beautiful  and the gameplay is amazing. I recommend this games if you enjoy games like The Witcher 3.,1608421717,1608421717,True,2,0,0.523809552192687988,0,True,False,False,,
82712492,76561198042777573,302,38,2337,0,1188,1608687768,english,basically just robot dinosaurs: the game 10/10,1608409855,1608409855,True,1,0,0.523809552192687988,0,True,False,False,,
82682297,76561197993959659,8,1,3222,2104,190,1610188963,english,Amazing gameplay  story  and graphics.,1608376170,1608376170,True,1,0,0.523809552192687988,0,True,False,False,,
82603939,76561198198822365,39,3,1612,0,634,1608869949,english,Better than 2077,1608269036,1608269036,True,1,1,0.523809552192687988,0,True,False,False,,
82582024,76561198018674664,81,2,3851,90,1366,1609648628,english,I remembered hearing all the good reviews when it launched on PS4  and when I learned it had been ported I thought I'd give it a try. It is absolutely amazing. Having come from loving the Witcher 3  I found HZD to be just as  if no more  engaging.,1608236612,1608236612,True,3,0,0.523809552192687988,0,True,False,False,,
82407379,76561198259526656,48,3,9872,0,9872,1608008810,english,"What i like:
- Excellent combat  pretty good AI
- Ultra Hard difficulty is very fun
- Pretty graphics  especially the biomes and the machines
- First encounters with big machines are always exciting
- Battling 3 frostclaws and that 1st fireclaw are so so epic

What i don't like:
- Good lore but the story itself is not so much. But the ending is good so there's that. 
- It feels empty without good soundtracks
- Aside from Aloy other characters pretty much forgettable
- Facial animation is bad

Recommended. Pretty good actually as the 1st entry of an upcoming series. A lot room for improvements.",1608012985,1608012985,True,1,1,0.523809552192687988,0,True,False,False,,
82407290,76561198046744963,124,21,7386,1306,397,1609752587,english,"holy smokes  its just so good. lots of in depth reviews as to why.

start on hard. hard is the easy mode. i might go to very hard for more challenge.",1608012834,1608012834,True,1,0,0.523809552192687988,0,True,False,False,,
82395476,76561198239911246,29,12,1582,120,234,1609724587,english,"fun overall game. Cant say that I liked it was much as I played on ps4 when it released  but even for a game that is three years old it still has good graphics and fun gameplay. Recommend the game to anyone that can play. 

- Float",1607995476,1607995476,True,1,0,0.523809552192687988,0,True,False,False,,
82341658,76561198059633960,21,2,2862,0,2862,1606476720,english,"This is the best game I've ever played in my entire life  not exaggerating.

I'm a sucker for story driven games with interesting lore (I read the fuck out of every lore entry in games) and this game delivers on that and much more. The combat and enemies are so much more engaging than nearly every other game like it out there. Seriously  every time you meet a new enemy all you think is 'holy shit'. And the progression is insane  enemies who you first think are super hard later get easy when you figure out how to beat them and at that point you're fighting machines way scarier than you could ever have imagined. It's awesome. And it's really cool that stealth is quite viable for the most part  it feels so good when you take down a bunch of machines with stealth successfully. 

And the graphics in this game just blew me away. It's a game made in 2017 for PS4 and yet to me the PC port looks like a game made in 2020(I ran it on max settings at 1080p). The environments are just absolutely stunning  you'll keep wanting to take photos with photo mode at every step of the way. The lighting and clouds especially give everything such an awe-inspiring feeling.

The story was great too  I usually love female protagonists and this game writes Aloy really well in my opinion. The things she goes through and her search for the truth give you a lot of respect and appreciation for the character. She's a badass for sure but she still has complexity and heartfelt moments to her that make her very memorable. 

To sum up  this game has an amazing world and lore  robot dinosaurs  dynamic combat that actually makes you switch things up instead of just spamming projectiles and a visually stunning environment even though the game is 3 years old. If you like any of these things at all you won't be disappointed. I tend to give up games super quick or don't finish them -  AC Odyssey  Valhalla  Witcher 3 and Skyrim are all games I liked for a while but got bored of eventually. This game wasn't one of those though. The story length is also just perfect if you're like me and get bored easily. I'm grateful they ported this over to PC or I'd never have played it. Seriously considering getting a PS5 just so I can play the sequel.",1607947805,1607947805,True,2,0,0.523809552192687988,0,True,False,False,,
82325917,76561198128723548,34,3,3747,28,3049,1610018754,english,had it on ps4 but since moving to PC great to see this title on PC  hope to see the sequel come to PC,1607927915,1607927915,True,1,0,0.523809552192687988,0,True,False,False,,
82320196,76561198331367286,74,7,1766,0,580,1608415201,english,Amazing,1607919556,1607919556,True,1,0,0.523809552192687988,0,True,False,False,,
82312971,76561198817711421,77,29,2531,99,544,1609756629,english,If Assassin's Creed  Far Cry and The Witcher 3 had a baby. 10/10,1607909633,1607909633,True,1,0,0.523809552192687988,0,True,False,False,,
82297896,76561198006403080,168,8,2295,0,2295,1607503738,english,stunning  some grapihcal glitches at times but still great game,1607892061,1607892061,True,1,0,0.523809552192687988,0,True,False,False,,
82043175,76561198054691799,172,13,1965,430,1384,1610042082,english,"Great game spoiled by a not so great port.

Loved Horizon Zero Dawn on the PS4.

If you can look past some of the bugs you will find a really good action adventure open world game.

Pros :
+ Great Gameplay
+ Great Graphics
+ Nice use of HDR
+ Robot Animals !!!

Cons :
- Not so great port
- Story is decent but nothing special",1607661232,1607661232,True,1,0,0.523809552192687988,0,True,False,False,,
84120053,76561197999714644,169,10,1496,1240,1366,1610002112,english,While not super innovative or original  the game perfects its mechanics and provides an experience that is rarely frustrating or boring. The world is interesting and feeds you just enough background lore to make you want to come back to it.,1609902529,1609902529,True,1,0,0.522821545600891113,0,True,False,False,,
83131200,76561198873437437,14,3,3373,1796,563,1609723942,english,Beautiful art  amazing storyline  smooth gameplay and so much to explore!,1608918950,1608918950,True,3,0,0.522821545600891113,0,True,False,False,,
83128508,76561198864856118,16,5,2609,781,1583,1610288133,english,Cool graphics beautiful locations good story & worst optimization,1608916629,1608916629,True,3,0,0.522821545600891113,0,True,False,False,,
82854389,76561197960791638,209,1,6455,1561,3924,1610126631,english,One of the best RPGs I ever played.  Combat was fun.  The story was great.,1608597778,1608597778,True,1,0,0.522613048553466797,0,True,False,False,,
82894982,76561198168723663,70,1,6909,244,6423,1610040652,english,"I find Horizon : Zero Dawn to be a superb game! I have played it to completion several times on PS4 and once on PC. I was one of the lucky ones who  for some reason unknown to me  could run the game just fine when it was first released.

The ensuing patches  however  have broken it for me.
I get the 20 minutes of ""Shader Optimisation"" every time I launch the game  and I leave it at the main menu so it can complete the process and not extend my loading times...but no  loading times are now minutes when they used to be seconds. I can open the map and fast travel to a camp fire which I can literally see in-game because it's just down the road from me  and the loading screen pops up and I sit there for about 2 minutes  waiting.

I'm very happy to see that the overwhelming majority of people can now play and enjoy this game  and I guess I'm lucky that I got to play it through at least once on PC  but now I spend literally more time waiting for the game to load than I spend playing it. Sad.

I loved this game and I recommend it.",1608657727,1608830687,True,1,0,0.522058844566345215,0,True,False,False,,
82673695,76561198075915524,39,4,757,0,646,1608382214,english,"Decent game that got somewhat improved by the patches but it still not fixing a lot of issues like OPTIMIZING SHADERS every time in the main menu.Start the game and it will do it in back round putting the processor and the GPU really to work   lot more than it should.Get a patch in and let it be done ONCE and be done with it.Waiting in the main menu every time for 10 min  to play the game ? really ?
I will put the game back on shelf until even more patching is done.
Story is good  combat is good  but at this point i do not recommend the game. my two pennies: wait for more patching lads.",1608364117,1608365231,True,1,0,0.522058844566345215,0,True,False,False,,
84045768,76561198025057461,374,5,13566,35,13566,1609824169,english,I played this game 4 times on my ps4 and its amazing  i then bought it on pc  and beat it again  still so great. will be playing through to 100% on my pc as well,1609824237,1609824237,True,1,0,0.52173912525177002,0,True,False,False,,
84030887,76561198091609002,143,5,1404,1404,802,1610127069,english,Loved this game back on the ps4  love it even now more that its on pc. Hoping horizen 2 also comes to pc,1609805751,1609805751,True,3,0,0.52173912525177002,0,True,False,False,,
83832734,76561198141739390,110,45,5958,5273,5269,1609721765,english,"What an adventure. This game offers so much that is simply hard to explain.

It is a Masterpiece. 
The story is amazing. Hooking me up from the very beginning  by an outstanding  and relatable  Protagonist that is  Direct and fiercely independent  which makes up for a golden story driving character where the focus is to learn about the World  and the journey  that you are about to experience  through her own eyes.

I have challenged myself by starting on the Hard Difficulty and I wasn't disapointted. It made the combat so much more challenging  and in its own limitations  even Realistic.

Learn  Prepare  Focus and Push on.

It is highly recommended for story driving individuals  absolutely satisfying.
",1609609378,1609609378,True,1,0,0.52173912525177002,0,True,False,False,,
83714032,76561198398027991,14,4,1711,1711,1711,1610110065,english,yes,1609491385,1610110105,True,1,0,0.52173912525177002,0,True,False,False,,
83490777,76561197993070349,167,15,3186,2959,2175,1609613552,english,"This game is great.
+ Suspensful and interesting story
+ Rich side quests
+ Amazing graphics
+ Unique fighting
+ An actual good PC port: Responsive camera movement  decent UX  good movement
+ there is literally nothing that pisses me off.",1609259763,1609259763,True,2,0,0.52173912525177002,0,True,False,False,,
83670582,76561198869022892,39,12,2303,2303,848,1609983647,english,Thinking about buying Cyberpunk 2077? Don't. Get this instead.,1609439735,1609439735,True,2,0,0.520547926425933838,0,True,False,False,,
83237019,76561198352044331,83,3,1306,881,359,1610220050,english,"So far 5 hours in and i would say its a fantastic game. 
-immersive story
-impressive scenery  like i haven't felt this immersed since Skyrim 6-7 years ago lol 

running 1080p 60fps quite comfortably with ""visual setting""  not able to get higher than 100fps with ""performance setting"" 
-8700k stock 
-gtx 1070 (EVGA SC) stock
-16gb ram and ssd for game 

",1609018126,1609018126,True,1,0,0.520547926425933838,0,True,False,False,,
84018815,76561197978942918,365,9,3862,3862,3862,1609709581,english,Amazing Story  Amazing gameplay  amazing everything. Buy this game,1609793648,1609793648,True,1,0,0.519999980926513672,0,True,False,False,,
83743531,76561198047185814,64,10,3230,119,3230,1609521319,english,bugs have not been fixed more or less  excellent graphics. Nice open world game with interesting combat,1609521344,1609521344,True,1,0,0.519999980926513672,0,True,False,False,,
83733031,76561197974622265,732,39,3501,3501,2261,1610071852,english,"For all its flaws the core loop of this game is a lot of fun  if you enjoy collecting lots of stuff  exploring a beautiful landscape and fighting huge monsters which will only go down if you know how to exploit wheir weaknesses  this game is for you. It is all the more astonishing because the game screws up so much: 
The progress of the abilities  which you unlock  are messed up as if by design (“You want to hit harder with your spear? Good  then you have to eat dirt and unlock two bow abilities first.”)
But the main screw ups are the characters and the dialogues. Though the premise of the game world is interesting  the main story line is a bit awkward and the characters are  even for a computer game  incredibly flat and unbelievable. A girl who has spent her whole life with one person in the wilderness  is always cocky  self-assured and better informed about everything than everyone else and is also better at everything than everybody else. A king who just lost his lover to a torturer and who – so we are made to believe up to this point – is not a shallow person  immediately falls for our heroine. It is an obvious problem that computer games which want to appeal to broad player base have to do a lot of wish fulfillment. Good games succeed in hiding the sickening sweetness of this day dreaming by wrapping it in a realistic setting  showing the character developing their skills over time. But in Horizon this progress has happened before we start to play the main part of the game. Even worse  all other characters just exist in order to feed in these delusions of grandeur. In some way  this game puts you into the mind of a narcissistic sociopath  who not only wants to feel “I am the most attractive and strongest and …’”  but needs to be reassured about this constantly by everyone else: from a random passerby to the king (and who cares about character consistency  right?). Depressingly enough  the game designers of Horizon Zero Dawn seem to believe that the prototypical player of their game is such a narcissist that he/she will take the sweet pill without any bitter coating.
So if you can ignore all these dialogues with their cringy appeal to you self-love (stuff like ‘When I met you  I thought I am the older and more experienced but now I see…’ or ‘you have discovered in a very short time more than I have in decades’ and many more)  there are some really good fights waiting for you there.",1609512202,1609513710,True,1,0,0.519999980926513672,0,True,False,False,,
83350834,76561197970767345,356,5,6043,5205,1538,1610284743,english,Very fun game  if you've played the Farcry series or Tomb Raider reboot series you will thoroughly enjoy this game.,1609121558,1609121558,True,1,0,0.519999980926513672,0,True,False,False,,
84182857,76561198124809548,21,3,3306,1161,2515,1610170015,english,"This is such a good game  but *please* think long and hard before you get it. Playing it since launch on PC has been nothing but pain and suffering due to bugs and optimization issues. Loved this game on PS4  so it's hard for me not to recommend it.

Most recent patch actually broke the game worse than it was before patch. EVERY time you start the game  it has to ""optimize shaders "" which takes about 20 minutes on my fairly modern machine. Prior to the patch you only had to optimize shaders the first time you ran the game. Now it's like the shader cache isn't being saved between sessions. Honestly  if there were a way for me to get a refund  I'd do so. Absolutely horrible.",1609973465,1609973465,False,2,0,0.519841313362121582,0,True,False,False,,
83588308,76561197991720927,695,95,3016,3016,717,1610225127,english,Better than Cyberpunk 2077 and as good as Fallout 3  Skyrim  or Witcher 3. Finally  a good console port  more please.,1609355042,1609355042,True,3,0,0.519841313362121582,0,True,False,False,,
82091983,76561198247759050,229,50,1831,0,1831,1599044396,english,Story is good.,1607706931,1607706931,True,2,0,0.519460320472717285,0,True,False,False,,
82991765,76561198072928081,171,1,3333,0,3333,1608758774,english,Awsome game!,1608758728,1608758728,True,1,0,0.518955230712890625,0,True,False,False,,
82964274,76561198970377763,163,25,205,0,205,1608731678,english,buy it,1608731696,1608731696,True,1,0,0.518818497657775879,0,True,False,False,,
84011644,76561198290559643,375,31,2692,318,2554,1609935584,english,Top class world-building  with some of the most enjoyable combat I've ever experienced.,1609787400,1609787400,True,1,0,0.518518567085266113,0,True,False,False,,
